# name	cuisine_slug	confidence
# REVIEW THIS before --emit-sql. Delete or correct any line.
Maguire Restaurant Holdings, Lp	null	high
Maha Trading Llc	null	high
Mai Colachi BBQ & GRILL	pakistani	medium
Mai Eats Lao Kitchen and Tropical Juice Bar	thai	low
Main Event Grapevine	null	medium
Main Street Emporium Llc	null	high
Main Street Processing	null	high
Majestic Fine Wines & Spirits	wine-bar	low
Malaav Business Llc	null	high
Mama B's International Kitchen	null	medium
Mama Fu's Asian House	pan-asian	high
Mama Gina's	italian-classic	medium
Mama Rosa	italian-classic	low
Mama S Daughters Diner	diner	high
Mama Stine's Cafe	cafe	medium
Mama's Kitchen Korean Restaurant of Frisco 한식 & 반찬 전문점	korean	high
Mama's Mac & More LLC	comfort-food	medium
Mamas Boys Of The West Inc	null	medium
Mamas Pizza Keller	pizza-classic	high
Mambo Dallas	latin-american	low
Mana Adda Indian Kitchen	indian	high
Manchale Indian Restaurant and Bar	indian	high
Mandalay Canal Event Center Llc	null	medium
Mandell Family Ventures, Llc	null	high
Mandi, Traditional Food of Yemen	middle-eastern	high
Mango Master	juice-smoothie	low
Manhattan Eats	null	medium
Mannat Food Inc	null	medium
Mannys Tex Mex Grill	tex-mex	high
Mansaf House	middle-eastern	medium
Mansamusa Keller Inc	null	low
Manuel's Creative Cuisine	null	low
Maplewood Club	null	low
Marakanda Grill	eastern-european	low
Marandus Investments, L.l.c	null	low
Marble Mountain Llc	null	low
Marco Antonio's	null	low
Marcos Tacos	tacos	high
Margaret's	null	low
Margaritas RANCH	mexican	medium
Margaritas To Go	bar	low
Maria Martinez Enterprise	null	low
Maria's Cafe	null	low
Mariah's Cookies	bakery	medium
Marie's Kitchen	null	low
Marie's Mantle	null	low
Marietta Kling Inc	null	low
Marina Jack Llc.	null	low
Marisco El Primo	seafood-classic	high
Mariscos Cortez	seafood-classic	high
Mariscos El Barco	seafood-classic	high
Mariscos La Marina	seafood-classic	high
Mariscos La Perla Restaurant	seafood-classic	high
Mariscos Northwest Hwy, Inc	seafood-classic	medium
Mariscos Playa Miramar LLC	seafood-classic	high
Mariscos Playa Miramar Llc	seafood-classic	high
Mariscos Sonora	seafood-classic	high
Market Latina Restaurant	latin-american	high
Market Local Comfort Cafe	comfort-food	medium
Market Place	null	low
Marshmallow Fun Company	dessert	low
Martian Entertainment Group, Llc	null	low
Marugame Udon	japanese	high
Marvelice Sno Cones	dessert	medium
Mary Harokopus Llc	null	low
Mary Lou's Coffee And Sandwich Shoppe, Llc	coffee	medium
Marys In Mckinney	null	low
Masala Bowl	indian	high
Mashael And Sons Llc	null	low
Mason's Cafe 4	cafe	medium
Masteroot International Incorporated	null	low
Mateo's Taqueria	mexican	high
Matt's Group Llc.	null	low
Matt's Rancho Martinez	tex-mex	medium
Mattie Pearl's Kitchen	null	low
May's Eats	null	low
Maya's Modern Llc	null	low
Mays Sdi Of Dallas, Texas Inc	null	low
Mayuri India Restaurant	indian	high
Mazaa-e-Tadka	indian	medium
Mazumder And Son Llc	null	low
Mc Donald & Co	null	low
Mc Karen Industries	null	low
McCans Sonic Group	fast-food	medium
McFadden Group LLC	null	high
McFadden's	null	medium
Mcdaniel Three Group	null	low
Mcdermott Pizza Llc	pizza-classic	high
Mcdonalds Test	fast-food	medium
Mcgregor Restaurant Equipment	null	high
Mckaren Lp	null	high
Mcnamara Wise Guys Roanoke, Llc	null	low
Md Feature Llc	null	high
Md&amp L Llc	null	high
Mdj Roofing, Llc	null	high
Mdk Fort Worth Bnb, Llc	null	high
Mean Greens Cafeteria	null	low
Meat & Three Llc	southern	medium
Mebo Mbs2 Llc Dba Ediths Cafe Allen	cafe	medium
Medieval Times Dinner and Tournament	null	medium
Medina Grill Mediterranean Food	mediterranean	high
Mediterranean Restaurant Holdings Inc	mediterranean	medium
Meehan Sports Therapy & Pediatrics Pllc	null	high
Mega Restaurant Supply	null	high
Megamore, Inc	null	high
Meh-gul Business Inc	null	high
Melinda's Habanero Sauce	null	low
Melissa Restaurant Corporation	null	high
Melting Pot	new-american	low
Melting Pot - Allen, Texas	new-american	low
Memas Kitchen	null	medium
Menchie's Colleyville Frozen Yogurt	dessert	high
Meng Noy And Saing Sokun	null	high
Menrc Llc	null	high
Mensa Research And Education Foundation	null	high
Mercer Boardwalk	null	medium
Mercheds Group Inc	null	high
Merritt Restaurant Group	null	high
Mesa Sw Management Lp	null	high
Mesas Mexican Grill Llc	mexican	high
Mesquite Cpr	null	high
Mesquite Dynasty, Inc. Dba King Super Db A Dba King Super Bu	null	medium
Mesquite Independent School District	null	high
Metrotech Landscape, Llc	null	high
Metzler's Food and Beverage	null	medium
Mexicali Restaurant	mexican	high
Mexican Consulate Banjercito	null	medium
Mexican Gallery	mexican	medium
Mexican Inn Cafe	mexican	high
Mexican Restaurant	mexican	high
Mexico Lindo	mexican	high
Mexico Viejo Restaurant	mexican	high
Mezquitediningr	null	low
Mg Arts, Llc	null	high
Mg Retail Partners	null	high
Mi Chalate	latin-american	low
Mi Chula's Good Mexican Restaurant	mexican	high
Mi Lindo Roatan Mexican and Honduran Cuisine	latin-american	medium
Mi México Antojitos y snacks	mexican	high
Mi rincon latino	latin-american	high
Mi sazón Oaxaca restaurante	mexican	high
Mia Vino Winery	wine-bar	medium
Mia's Sports Bar & Grill Inc	sports-bar	high
Michael Hill	null	high
Michael J. Niederkorn, O.d., P.a	null	high
Michael Ray Ruegsegger Inc	null	high
Michael's Restaurant	null	medium
Micheladas El Azul Chelas y Mariscos	mexican	high
Micheladas el barbas	mexican	medium
Mico's Tacos	tacos	high
Midnight Star Eatery	null	medium
Midway Bar Company Llc	bar	medium
Mien Tay Restaurant	vietnamese	high
Mighty Grill Inc Dba Akaya Izakaya &amp Ramen	ramen	high
Migueleno Restaurant & Club	latin-american	medium
Miguels Bistro	null	low
Mija Barbecue	barbecue-classic	high
Mijas Taqueria	mexican	high
Mijo's Fusion	null	low
Mikado’s Sushi & Hibachi	sushi	high
Mike's Place	null	high
Mikes Drive In	fast-food	medium
Military Metal Art Inc	null	high
Military Restaurant Holdings Llc	null	high
Milk and Honey Kosher Market	israeli	low
Milkshake Llc	dessert	low
Millennium Entertainment, Inc	null	high
Millennium Skateland	null	high
Miller Pecans	null	medium
Millo's Latin Food	latin-american	high
Mills Family Restaurant Consultants	null	high
Milrose Restaurant Group Llc	null	high
Minced Meal Prep	null	medium
Mind Body And Pole Fitness Studio	null	high
Miner Health Solutions, Inc	null	high
Mingtaiinc	null	medium
Mini Coop's Cafe	cafe	medium
Minnovagroup2 Llc	null	high
Minute Suites DFW Terminal D	null	high
Mio Nonno Trattoria	italian-classic	high
Misk Business Inc	null	high
Miss Omelet Llc	breakfast	high
Mission Possible Kids	null	high
Mississippi One Stop Shop	null	high
Mistry Hotels Llc	null	high
Mitchell Distributing	null	high
Mitra Midwest Operations, Llc	null	high
Mitra Qsr Kne, Llc.	null	medium
Miura - Dallas	japanese	low
Mix & Mac Kitchen	comfort-food	medium
Mixxed Daiquiri Express	bar	medium
Mj Babb, Pc	null	high
Mk Food Market Inc	null	medium
Mkp Consultants Ltd	null	high
Mlc Food Inc	null	high
Mmm Saya Corporation	null	high
Mn Victory Venture Llc Dba Mio Nonno Victory	italian-classic	medium
Mo THAI	thai	high
Mo' Bettahs Hawaiian Style Food	hawaiian	high
MoMo Bros	indian	low
MoMo Express	indian	low
MoMo Spot	indian	low
MoMo To Go	indian	low
Mockingbird Cafe & Grill	cafe	medium
Modest Rogers Kitchen And Bar	null	low
Moe’s Gyro (Gyros and Wings)	greek	medium
Mogio's Gourmet Pizza	pizza-classic	high
Mokah Coffee Bar	coffee	high
Molina Restaurant Corporation	null	low
Molina’s Mexican Restaurant	mexican	high
Momo Circle	indian	low
Momo Grill	indian	low
Momo Pasa USA	indian	low
Momo2Go	indian	low
Mona Lisa Pizza Ltd	pizza-classic	high
Monarch Business Equipment	null	high
Money Snack Shop	null	low
Mongolian Concepts Restaurant Group	pan-asian	low
Monique Enterprise, Inc. Dba Schlotzskys	deli-sandwiches	high
Monkey Cage #1 Inc	null	low
Monkey Connection, Llc	null	low
Monrovia Lounge	bar	low
Montecito's	null	low
Montfort Dr. Taqueria, Inc	tacos	high
Monzer N Investments Llc	null	high
Moon Wok	chinese	high
Moon's Fried Chicken Cafeteria	chicken	high
Moonbowls (healthy Korean Bowls- Commerce St)	korean	high
Moonrise Lake Lounge	bar	low
Moore Trusted Freight Solutions	null	high
Mooyah Burgers, Fries And Shakes	burgers	high
Mooyah Franchise, Llc	burgers	medium
Moreb By Lesley	null	low
Morgan Marshall	null	high
Morning Edition	breakfast	low
Morton's The Steakhouse	steakhouse	high
Motopia	null	high
Motor City Smoothies Ii Llc	juice-smoothie	high
Mount Everest Grill and Bar	indian	medium
Mountain House, Inc	null	low
Moxies Plano Restaurant	null	low
Mozambik Westgate	portuguese	low
Mo’s World Famous Eatery	null	medium
Mr Blackwell’s Smoke Ring Bbq	barbecue-classic	high
Mr Jims	pizza-classic	medium
Mr. Beast Burger	burgers	high
Mr. Philly	deli-sandwiches	high
Mr. Po'boys	cajun-creole	medium
Mr. Subs 	deli-sandwiches	high
Mr.Coco Taqueria 	tacos	high
Mr.Wish_Carrollton	tea-house	medium
Mrs. Shiva, Inc	null	low
Mrt Hospitality Llc	null	high
Msa Sons Familia Corp	null	high
Msq Frog Llc	null	high
Mssm Inc Dba	null	high
Mtq Ltd Llp	null	high
Mudbug All In Fun Llc	cajun-creole	medium
Multicook	null	low
Mun Kim Corporation Dba Baystreet Deli	deli-sandwiches	high
Murphy Pizza Llc	pizza-classic	high
Murphy's Deli	deli-sandwiches	high
Murphys Meadows, Fort Worth, Texas	null	low
Muscovado Bakery	bakery	high
Mustang Momo & Grill	indian	low
Mustang Wrecker Service, Llc	null	high
Mutabak Karak Texas	middle-eastern	medium
Mv Eyecare, Llc	null	high
Mwwp Holdings Llc Dba Johny B's	null	low
Mx Mama Cucas Llc	mexican	medium
My Balls	null	low
My Wall, Inc	null	low
MyLan Pho&Grill	vietnamese	high
Mycookieland	bakery	medium
Myli's SweEat Ice Arlington	ice-cream	medium
Mynaa Kitchen	null	low
NY Pizza Near Me	pizza-classic	high
Nabz Food Inc	null	low
Nacho Average Nacho Bar	mexican	medium
Nacho Bravo TX	mexican	medium
Nacho Business, Ft. Worth Tehama, Llc	mexican	medium
Naf Naf Grill	middle-eastern	high
Nags Kitchen	null	low
Nakabali Llc	null	low
Namaste Palace	indian	high
Namaste Restaurant	indian	high
Namaste Texas	indian	medium
Nan Future Llc	null	low
Nancy Fuentes Fairview Inc	null	low
Nandhini Indian Restaurant & Banquet Hall	indian	high
Nanglo Indian And Nepalese Restaurant	indian	high
Nanglo Restaurant and Bar at Arlington	indian	medium
Naomi’s Yum Yums	null	low
Napa Valley Grille	new-american	medium
Napoli's Pizza On The Go - Frisco	pizza-classic	high
Naseem Investment Group Llc	null	high
Nash’s Lounge	bar	medium
Nate's Raw Harvest	null	low
National Anthem	null	low
Nationwide Changer Service	null	high
Native Coffee + Kitchen	coffee	high
Nature's Source Plant Food	null	low
Nauti Restaurant Group, Llc	null	low
Nawabi Hyderabad House	indian	high
Nazary Enterprises, Inc. Dba	null	high
Nazca Kitchen	peruvian	medium
Ncy Services Llc	null	high
Ndp, Llc	null	high
Nearly Famous Burgers And Wings Food Truck	burgers	high
Negin Inc	null	low
Nehas Culinary Kitchen	null	low
Neighborhood Health Market	null	low
Nepali Chulo and Indian  Cuisine	indian	high
Neros Italian	italian-classic	high
Nestle Toll House Cafe	dessert	medium
Nevares, Inc	null	high
New And Jay Asian Fusion Llc.	pan-asian	high
New Beginnings Restaurant Group, Llc	null	high
New China Grille	chinese	high
New Convenant	null	low
New Generation Fcb	null	low
New Generation Wireless Llc	null	high
New Outlook Counseling And Wellness Center	null	high
New orleans real deal cajun food kitchen	cajun-creole	high
Newa Chulo	null	low
Newood Interests, Inc.	null	high
Newsom Investment Partners Llc	null	high
Ngon Bistro	vietnamese	medium
Nguyen Hung T Md	null	high
Nguyen Tuyet Mai Llc	null	medium
Nguyen Xuan Truong Llc	null	medium
Nguyen-hood Llc	null	medium
Nick-n-Willy's Pizza	pizza-classic	high
Nico’s MX Pizzeria	pizza-classic	high
Nike Taqueria	mexican	high
Nikos Cafe	greek	medium
Nineteen By Zanata	null	low
Ning’s Thai Lao Eats	thai	high
Ninja Legend Management Llc	null	low
Ninja Legend Plano Llc	null	low
Nkk Llc	null	high
Nl Consultants, Llc	null	high
Nl Restaurant Group Limited Liability Co	null	medium
Nmi Professional Staffing, Llc	null	high
Nmn Market Inc	null	high
No Doubt BBQ	barbecue-classic	high
No Frills Grill #4 Inc	null	low
No Name	null	high
Nooh	null	low
Nooner’s Deli	deli-sandwiches	high
Noor Cafe	middle-eastern	low
Norma's Burritos	mexican	high
Norma's Cafe	null	low
Norte Grill Company	null	low
North Goliad Sdi Llc	null	high
North Hills Medical Research, Inc	null	high
North Texas Bells, Llc	null	low
North Texas Catering	null	medium
North Texas Gourmet Llc	null	medium
North Texas Job Corps	null	high
North Texas Patriot Llc Dba Integrity-1st Automotive	null	high
North Texas Point Food Management Llc	null	medium
North Texas Wings, Llc	wings	high
Northbound Investments Corporation	null	high
Northlake Cafe	cafe	low
Northland Restaurant Group Plano Inc	null	medium
Northside Dr. Seafood Inc	seafood-classic	high
Nosh And Bottle Market	null	low
Nosh Bistro & Bar	new-american	low
Nosh Euro Bistro, Llc.	new-american	low
Not Ya Gramma's Kitchen	comfort-food	low
Nothing but fish	seafood-classic	high
Not’Cho Zaddy’s	null	low
Nouveau Consulting	null	high
Nowhere Deep Ellum	null	low
Nueva Era Taqueria Restaurant	mexican	high
Nuriel Inc	null	high
Ny Pizza Palace Llc	pizza-classic	high
O and S First Investments	null	high
O&amp O Macias Inc	null	medium
O&s First Investments Inc	null	high
O'Reilly group LLC 3400 Silverstone Dr, suite 118 Plano TX 75023	null	high
Oak Cliff Burrito Company	mexican	high
Oc Burgers	burgers	high
Ocean Crawfish Seafood & Grill Dallas	seafood-classic	high
Ocho	null	low
Off The Bone Llc	barbecue-classic	low
Off The Hook Seafood Restaurant	seafood-classic	high
Office Sun Holdings	null	high
Ofnothings Llc	null	high
Oh K Dog	korean	low
Ohrld Express Inc	null	high
Oishi Sushi & Poke Bowl	sushi	high
Okelefusion Kitchen	null	low
Olamaie, Lp	null	low
Old Homestead Candies	dessert	medium
Old Iron Post	null	low
Old San Francisco Steakhouse	steakhouse	high
Old Smokey's BBQ	barbecue-classic	high
Old Town Creamery	ice-cream	high
Olive Branch Tea Room	tea-house	high
Olive Garden Italian Restaurant	italian-classic	high
Olive Garden Lewisville	italian-classic	high
Olive Garden, Grapevine, TX	italian-classic	high
Olive U & More- Frisco TX	mediterranean	low
Olivia Pratt	null	high
Ollie’s Azul House	null	low
Olobe’s Kitchen	null	low
Om Sai Baba Llc	indian	medium
Omas Jiffy Burger Waxahachie, Llc	burgers	high
Omolara Abitoye, P.a	null	high
On Premise	null	high
On The Fly Express Cafe	cafe	medium
One90 Smoked Meats	smokehouse	high
Onwa Group Inc	null	high
Onyx Dine and Drinks	null	low
Oomi Kitchen	null	low
Oosi	null	low
Oph 6, Llc	null	high
Ophelia's	null	high
Optimus Automotive Repair &amp Sales Llc	null	high
Opus	null	high
Or-Tech Ingredients	null	high
Orbis Distributing	null	high
Orchid Company Llc	null	high
Oriental Express Sanger Inc	chinese	medium
Original ChopShop	new-american	low
Original Chopshop Co.	new-american	low
Oshi ite- pot cooker: African Dishes	west-african	medium
Oshin Sushi & Hibachi	sushi	high
Osscar International Inc	null	high
Osuma Suya	west-african	medium
Outback	steakhouse	medium
Outback Steakhouse	steakhouse	high
Outdoor Reflections	null	high
Outlaw Chef Inc.	null	low
Outskirtz Grill	null	low
Over The Top Bar and Grill	bar	low
Over Yonder	null	low
Oviq African Market & Foods	west-african	low
Owc Construction Inc	null	high
Owens	null	high
Owens Family Restaurant	null	medium
Ownes Smokehouse Incorporated	smokehouse	high
Oxford Street Restaurant & Pub	pub	high
Ozark Tree Care Inc	null	high
O’s Kitchen	null	medium
P & J Family Restaurant Inc	null	medium
P And P Pizza Inc	pizza-classic	high
P.f. Chang's	chinese	high
PANTRY ON MAGNOLIA	null	low
PB Allen TX	null	low
Pablo Pete's	null	low
Pacific Grill	null	low
Pacific Rim	pan-asian	medium
Pacific Table	seafood-classic	low
Packin' Bowls (Keto Friendly) East Dallas	bowls	high
Paisano's Authentic Pizza	pizza-classic	high
Pal's Bar and Kitchen	bar	medium
Palatables Shawarma & Grill	middle-eastern	high
Palate Garden	null	low
Paleteras la michoacana Irving & grand prairie	ice-cream	high
Paleteria La Pingüica	ice-cream	high
Paleteria las Redes	ice-cream	high
Palios Grapevine Station Llc	null	low
Palma	null	low
Pam's Restaurant & Coffee Shop	coffee	medium
Panaderia Los Niños	bakery	high
Pancakes With Benefits	breakfast	high
Panco Services Inc	null	high
Panda Bandido	null	low
Pandora	null	high
Pang Family Clinic	null	high
Pangea	null	medium
Panhandle Beverages Llc	null	medium
Panther Row Eatery	null	low
Papadams Indian Eatery	indian	high
Paper Plate	null	low
Pappa Johns Pizza	pizza-classic	high
Pappadeaux	cajun-creole	high
Pappy's Old Fashion Hamburger Co., Inc	burgers	high
Paqueteria "chava" hidalgo	null	medium
Paqueteria Pa Mexico	null	medium
Paquetería La Estrella	null	medium
Paradise Indian Grill	indian	high
Parilla Tacos	tacos	high
Park & Yoon Mangement Inc	null	high
Park Cities Home Staffers	null	high
Park Cities Short Stop Ltd	null	high
Park Foods Llc	null	high
Park Row Sdi Llc	null	high
Parker County Gibson Products, Inc	null	high
Parker County Ice House	bar	low
Parks Bliss Inc	null	high
Parkside Bistro	null	low
Parmar & Honest Llc	null	high
Parrish Restaurant Ltd.	null	low
Pastelitos Lolo	bakery	medium
Pastry Plus	bakery	high
Patriot Subs, Lp	deli-sandwiches	high
Patrizio	italian-classic	medium
Patron Manufacturing	null	low
Pat’s Cones	ice-cream	medium
Paul & Jessie Enterprise Inc	null	low
Paylim	null	low
Payment Partners Llc	null	low
Pearl Top Llc	null	low
Pearson Global Inc.	null	low
Peggy Sue Bbq, Inc.	barbecue-classic	high
Pendleton Chicken, Llc Dba Chicken Express	chicken	high
Penne Lakewood, Llc	pasta	medium
Penne Pomodoro	pasta	high
Penny Entertainment Llc	null	low
Pepper Lunch Frisco	japanese	medium
Pepper Smash	cocktail-bar	low
Pepsi	null	low
Pepsi Cola Company	null	low
Pepsico	null	low
Perc On The Plaza Llc	coffee	low
Perch Fort Worth	null	low
Peregrine International Llc	null	low
Perle Des Antilles	caribbean	high
Perrin Service Performance, Llc	null	low
Perry’s Liquor	null	low
Perseco	null	low
Pescabar	seafood-classic	medium
Pescado Frito Romeros	seafood-classic	medium
Peterson Management Group Corporation	null	low
Petra And The Beast	new-american	low
Petra and the Beast	new-american	low
Petrick And Company Cpas	null	low
Pgb Management Company Inc	null	low
Pham Associates	null	low
Pham Associates Inc	null	low
Phan & Pho, Llc	vietnamese	high
Phat Matt's Hot Wings & Fish	wings	high
Phil Am Inc	filipino	low
Phil's Philly Grill	deli-sandwiches	medium
Phillips Restaurant Corp	null	low
Pho 95	vietnamese	high
Pho An Tam Llc	vietnamese	high
Pho Boston Restaurant	vietnamese	high
Pho Bowl Inc	vietnamese	high
Pho Districy Llc	vietnamese	high
Pho Golden Llc	vietnamese	high
Pho Hanabi - Dallas1 - Llc	vietnamese	high
Pho Hung Dallas Inc	vietnamese	high
Pho Kobee Vietnamese C	vietnamese	high
Pho Mi Llc	vietnamese	high
Pho N P Llc	vietnamese	high
Pho Que Huong	vietnamese	high
Pho Que Huong Noodles & Grill	vietnamese	high
Pho Thien	vietnamese	high
Pho Vieng	vietnamese	high
Phoenix Farms Ladies Riding School	null	high
Phoenix Regen Centers	null	high
Phoenix Restaurant Inc	null	medium
Phoenixdtx, Llc	null	high
Phuong & Food	vietnamese	medium
Phuong Ho & Associates Inc	null	medium
Pi Lin Corporation	null	medium
Pi.e 3.14 Castle Hills Village Shops	pizza-classic	low
Piada Italian Street Food	italian-classic	high
Piazza Construction Llc	null	high
Pic Associates Llc	null	high
Pie & Coffee Llc	coffee	medium
Pie Five Pizza Co	pizza-classic	high
Pie Tap Design District Llc	pizza-classic	medium
Pie Tap Pizza Workshop + Bar	pizza-classic	high
Pier 18 Cajun Seafood & Grill  Mansfield TX	cajun-creole	high
Pierce Riverside Glass	null	high
Pierogi Polskie	eastern-european	high
Pietro’s Bakery & Cafe	bakery	high
Pillar	null	high
Pilot Point Dhaba	indian	high
Pink Chihuahua	null	low
Pink pink pink	null	high
Pints & Quarts	bar	medium
Pioneer Frozen Foods chg Langdon Road	null	medium
Pitmasterqbbq of Fort Worth	barbecue-classic	high
Pixflex Web Design	null	high
Pizitaz, Llc Dba Pizza Patron Arlington	pizza-classic	high
Pizza Americana Llc	pizza-classic	high
Pizza Bar None, Llc	pizza-classic	high
Pizza By Marco	pizza-classic	high
Pizza Hut	pizza-classic	high
Pizza O Pizza	pizza-classic	high
Pizza Patron	pizza-classic	high
Pizza Spot	pizza-classic	high
Pizza Street Enterprises Inc	pizza-classic	medium
Place	null	high
Plano	null	high
Plano Grills	null	medium
Plano Kitchen & Bar	null	medium
Plano Nutrition	juice-smoothie	low
Plano Tavern	bar	medium
Plano Tortilla Factory	mexican	high
Plaza Cafe	cafe	medium
Plaza Premium Lounge	null	medium
Plaza Premium Lounge (DFW International Departures, Terminal D)	null	medium
Pleasants Genuine Services, Inc.	null	high
Pleion Provisions Limited Liability Company	null	high
Pluckers-alliance, Llc	wings	medium
Pm Mckinney Investments, Llc	null	high
Pmb Enterprise West Inc	null	high
Pmc Food Services	null	high
Pnc Nguyen Inc	null	medium
Pnj Communications Llc	null	high
Po Melvins Down Home Cookin	soul-food	medium
Pogue-brown Operating Company, Llc	null	high
Poké My Bowl	poke	high
Polage Lounge	null	medium
Polechan Cocina	mexican	medium
Polish: Refining the Details	null	high
Pollo Campero Of New York Llc	chicken	high
Pollo Campero USA Careers	chicken	high
Pollo Fiesta	chicken	medium
Pollos Sinaloa	mexican	high
Pollos asados Moctezuma	mexican	high
Popes Fried Chicken	chicken	high
Poppies Chop Beef	barbecue-classic	low
Porkies Original BBQ	barbecue-classic	high
Posado Cafe	null	low
Poshcoat, Llc Dba Blush Boutique Nail Sa Lon	null	high
Postal Services Inc	null	high
Pottsboro Isd	null	high
Pouring Glory	bar	low
Powerway Corporation	null	high
Pr Corporate Operations, Llc.	null	high
Prairie Creek Beverages Llc	null	medium
Prairie Fire Bar, Lounge & Patio	bar	high
Pranzo Italian Grill	italian-classic	high
Premier Noodle Llc	pan-asian	low
Premier One Pharma Inc Dba Lake Ridge Pharmacy	null	high
Premier Vision Group Pllc Dba Glade Family Eyecare	null	high
Press Café	cafe	medium
Prestige Performance Inc	null	high
Presto Continuous Italian	italian-classic	high
Preston 5 Bbq, Inc	barbecue-classic	high
Preston Hollow Empress, Inc	null	high
Pricetrace Llc Dba Dealmoon	null	high
Prim and Proper	null	low
Primal Cafe Holdings Llc	cafe	low
Primavera Italian Pizza & Pasta	pizza-classic	high
Prime Cookie	bakery	medium
Prime Foods, Inc	null	medium
Prime Logistics Partners LLC	null	high
Prime Xo	null	low
Primo's Tex Mex Grille	tex-mex	high
Princeton Rx Llc	null	high
Print Towne Inc	null	high
Prodeca Global	null	high
Proof And Pantry	new-american	low
Prosmart Mailing Solutions	null	high
Provender Hall	null	low
Prudent Choice Service Llc	null	high
Ptf Llc	null	high
Pueblo Arriba	mexican	medium
Puente Brancato Enterprise	null	high
Puerto Cocina	latin-american	medium
Pumpjack BBQ	barbecue-classic	high
Punk Noir	null	low
Pupusas Salvadoreñas Restaurant	latin-american	high
Pupuseria Denton	latin-american	high
Purdy's Hamburger Market Grill	burgers	high
Pure Health Foods, Inc	null	low
Pure Plates	null	low
Purely Nicole, Llc	null	high
Pvs Pizza Llc	pizza-classic	high
QUÁN NGON Restaurant	vietnamese	high
Qantas Lounge	null	medium
Qatar Airways first class Lounge @DFW	null	medium
Qlm Inc	null	high
Qpp Joshua Llc	null	high
Quaker Steak & Lube	wings	medium
Quality Custom Fabricators	null	high
Quality Foods Llc	null	high
Quality Honeycomb	null	low
Quality Pizza Partners Of Texas Llc	pizza-classic	high
Quarter Acre	null	low
Queso Beso	mexican	medium
Quilt-n-cabin	null	high
Quince Riverside	null	low
Quintanilla Technologies Inc	null	high
R & B Dog Bakery LLC	null	medium
R & D Foods	null	high
R Pioneer Parkway Restaurant, Llc	null	high
R&r Business Ventures, Inc	null	high
R&s Quick Mart, Inc	null	high
R. K. Nair, M.d., P.a	null	high
R.w. Ball, Inc	null	high
R2 Wellness Group, P.l.l.c	null	high
RH Rooftop Restaurant at RH Dallas	new-american	low
Race Rack Pit Bbq	barbecue-classic	high
Racquets	null	high
Radd Design, Llc	null	high
Raem 51 Inc Dba	null	high
Rafain Brazilian Steakhouse	brazilian	high
Raffa's Grill & Cantina	mexican	medium
Rahim Hospitality Llc	null	high
Railhead Smokehouse	smokehouse	high
Rainbow Shaved Ice	dessert	medium
Rainforest Cafe	new-american	low
Rainforest Water Systems	null	high
Raise the Roost	chicken	medium
Rajamati Restaurant & Bar	indian	medium
Rajulas Kitchen	indian	medium
Raku Dining Inc	japanese	medium
Ralph's Fort Worth	null	medium
Ram's Taj Express Llc	indian	high
Ramah Ranch LLC	null	high
Ramen Republic	ramen	high
Ramirez Multiservicios	null	medium
Rampart On Green Llc	null	high
Ranch Hand Truckfitters	null	high
Randall W Reeddba Autocraft Service Cen	null	high
Randy's Cheesesteaks	deli-sandwiches	high
Ranger Entertainment Group Llc	null	high
Rannaghar Foods and Sweets	indian	medium
Raptor Express Cargo	null	high
Rapxx Lp Dba	null	high
Rave Restaurant Group Inc	null	high
Raven's Grille	null	medium
Raysal Restaurant Group Llc	null	high
Razzoos Inc.	cajun-creole	medium
Rb Motors	null	high
Rc Arlington Green Oaks Restaurants Llc	null	high
Rc Denton Eggs Llc	breakfast	low
Rc Rocking R Llc	null	high
Rca Ventures Llc Dba Big Red Auto Parts	null	high
Rck Holdings Management Llc	null	high
Rcq Kaufman Llc	null	high
Rdw Rudy's Arlington, Lp	null	medium
Real Mexican Cousine “El Alemán”	mexican	high
Red Hot	null	low
Red Hot Chik'n	chicken	high
Red Hot Indo-Chinese & Indian Kitchen	indian	high
Red Hot and Blue Memphis Pit BBQ	barbecue-classic	high
Red Lantern	chinese	low
Red Mango	juice-smoothie	medium
Red Moon	null	low
Red Oak Ice Cream Llc	ice-cream	high
Red River Rooster, Llc	null	low
Red Stag	null	low
Reddy Ice	null	low
Redmption Barber Shop Llc	null	high
Redrock Canyon Grill- Southlake L.l.c	null	low
Redstone Swirl Llp	ice-cream	low
Reed's Kuntry Kitchen	southern	medium
Reese Racket Sports Llc	null	high
Reetz Pub And Grub Club Llc	pub	high
Refined Hospitality Concepts	null	high
Reflections Club In The Admiral Hotel	null	medium
Refultx Kitchen Llc	null	medium
Regtx Entertainment Llc	null	high
Relentless Leadership, Llc.	null	high
Remington Auto Sales Ltd	null	high
Remmington	null	high
Remodelaciones	null	high
Rent-A-Chef DFW	null	medium
Republic Pallet Llc	null	high
Republic Ranch	null	low
Restaraunt Mohmunt	null	medium
Restaurant	null	high
Restaurant & Bar Arthurs Ltd	null	medium
Restaurant - San Martin's Inc	null	low
Restaurant Anise	null	low
Restaurant Beatrice	null	low
Restaurant Cfo Partner	null	high
Restaurant Degolyer	null	medium
Restaurant Designs Inc	null	high
Restaurant Direct	null	high
Restaurant Employers	null	high
Restaurant Expert Management, Inc	null	high
Restaurant Jasmine	null	low
Restaurant Reset Llc	null	high
Restaurante Jerusalen	middle-eastern	low
Restaurante San José	mexican	medium
